Company,TypeName,Ram,Weight,Price,TouchScreen,IPS,ppi,CpuBrand,SSD,HDD,GpuBrand,os
HP,Ultrabook,8,1.34,845.87328,0,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Lenovo,Gaming,8,2.4,734.62464,0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,No OS
Dell,Ultrabook,8,1.29,574.7846400000001,1,1,165.6321180513006,Intel Core i5,128,0,Intel,Windows
Acer,Notebook,4,2.2,408.55104,0,0,141.21199808219862,Intel Core i7,0,500,Nvidia,Windows
Dell,Notebook,8,2.18,534.50496,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
Dell,Notebook,16,2.2,779.5332864,0,0,141.21199808219862,Intel Core i7,256,2048,AMD,Windows
Xiaomi,Notebook,16,1.95,895.0720319999999,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,No OS
Asus,Netbook,2,1.1,156.6432,0,0,135.0942111925629,Intel,0,0,Intel,Windows
HP,Notebook,4,2.04,333.40705920000005,1,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
Asus,Gaming,24,2.24,1897.62048,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
HP,Notebook,8,2.04,568.39104,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Asus,Gaming,16,3.0,961.59744,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Gaming,8,3.2,894.46464,0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
HP,Ultrabook,8,1.32,894.46464,0,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,8,1.64,818.2081728,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Notebook,4,1.63,440.51903999999996,0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
Dell,Notebook,8,2.8,568.39104,0,1,127.33567457123111,Intel Core i5,128,1024,AMD,Linux
Lenovo,Notebook,8,2.02,856.7424,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.2,510.84864000000005,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Lenovo,Notebook,8,2.2,293.46624,0,0,100.45466986113651,Intel Core i3,0,2048,Nvidia,No OS
Dell,Notebook,4,2.3,374.0256,0,0,141.21199808219862,Intel Core i5,0,500,AMD,Windows
Dell,Notebook,8,1.9,880.39872,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Dell,Gaming,16,4.42,1926.2446272000002,0,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Toshiba,Notebook,8,2.0,549.8496,0,1,141.21199808219862,Intel Core i5,0,500,Intel,Windows
Asus,Notebook,8,2.0,830.52864,0,1,282.42399616439724,Intel Core i7,256,1024,Nvidia,Windows
Mediacom,Notebook,4,1.2,235.92384,0,1,165.6321180513006,Intel,32,0,Intel,Windows
Asus,Gaming,8,2.3,1054.30464,0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
Dell,Notebook,8,1.93,875.2838399999999,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Dell,Notebook,8,2.2,509.83205760000004,0,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
HP,Notebook,4,1.86,255.09824640000002,0,0,141.21199808219862,Intel,256,0,Intel,Windows
HP,Gaming,12,2.62,1150.20864,0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
Lenovo,Notebook,8,1.87,549.21024,0,1,157.3505121487356,Intel Core i7,256,0,Nvidia,Windows
Dell,Ultrabook,8,1.2,894.46464,1,0,276.053530085501,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,4,1.6,470.4858432,0,0,157.3505121487356,Intel Core i3,128,0,Intel,Windows
HP,Ultrabook,8,1.34,732.0672,0,1,276.053530085501,Intel Core i7,256,0,Intel,Windows
Acer,Gaming,8,2.4,510.20928000000004,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Linux
Asus,Notebook,4,2.0,223.13664000000003,0,0,100.45466986113651,AMD,0,500,AMD,Windows
HP,Notebook,4,2.1,451.06848,0,0,141.21199808219862,Intel Core i3,128,0,Intel,Windows
Lenovo,Notebook,4,1.87,501.89760000000007,0,0,157.3505121487356,Intel Core i5,0,500,Intel,Windows
Lenovo,Notebook,4,2.15,295.60809600000005,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,No OS
HP,Notebook,4,1.86,253.82592,0,0,141.21199808219862,Intel Core i3,0,500,Intel,Windows
Lenovo,Notebook,8,1.99,1105.45344,0,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
Lenovo,Notebook,4,2.2,319.04064,0,0,141.21199808219862,Intel Core i3,128,0,Intel,Windows
Dell,Notebook,8,1.9,714.1587264,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Dell,Gaming,16,4.42,1725.63264,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
HP,Notebook,8,2.65,347.90774400000004,0,0,106.11306214269258,Intel Core i3,0,1024,Intel,Windows
HP,Notebook,8,2.63,818.3807999999999,0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
Asus,Notebook,4,2.0,143.21663999999998,0,0,100.45466986113651,Intel,0,500,Intel,Linux
Mediacom,Notebook,4,1.35,163.0368,0,1,165.6321180513006,Intel,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,606.75264,0,0,106.11306214269258,Intel Core i7,128,1024,Nvidia,Windows
HP,Notebook,6,1.91,363.731904,0,1,141.21199808219862,AMD,128,0,AMD,Windows
Dell,Notebook,4,2.18,395.060544,0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,223.13664000000003,1,1,189.90579052433606,Intel,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,402.7968,0,0,141.21199808219862,Intel Core i3,128,0,Intel,Windows
HP,Ultrabook,16,1.16,1256.3424,1,1,276.053530085501,Intel,512,0,Intel,Windows
Lenovo,Notebook,8,3.4,1917.44064,0,1,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
Asus,Notebook,8,2.5,536.42304,0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
Dell,Ultrabook,8,1.21,1022.33664,1,1,331.2642361026012,Intel Core i5,128,0,Intel,Windows
Dell,Notebook,4,1.93,613.1462399999999,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Fujitsu,Notebook,8,2.2,472.48704,0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,219.93984,0,0,141.21199808219862,Intel,0,500,Intel,Windows
Lenovo,Notebook,4,2.02,632.9664,0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
HP,Workstation,8,3.14,1189.8425664000001,0,0,106.11306214269258,Intel Core i5,0,500,Nvidia,Windows
HP,Notebook,8,1.94,248.71104,0,0,111.93520355955211,Intel,0,2048,Intel,Windows
HP,Notebook,6,1.95,414.94464000000005,0,1,141.21199808219862,AMD,256,0,AMD,Windows
Lenovo,Notebook,8,2.3,530.6688,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.05,437.96160000000003,0,0,141.21199808219862,Intel Core i5,0,500,Intel,Windows
Mediacom,Notebook,4,1.4,159.20064,0,0,157.3505121487356,Intel,32,0,Intel,Windows
Toshiba,Ultrabook,16,1.24,1192.4064,1,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Lenovo,Gaming,32,4.6,1702.6156799999999,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
MSI,Gaming,16,4.14,1744.81344,0,0,127.33567457123111,Intel Core i7,512,1024,Nvidia,Windows
Dell,Notebook,8,2.2,478.88703360000005,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Linux
Mediacom,Notebook,4,1.45,248.71104,0,1,157.3505121487356,Intel,32,0,Intel,Windows
Dell,Notebook,8,1.9,644.8073471999999,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
HP,Notebook,4,1.49,459.69984,0,0,165.6321180513006,Intel Core i3,128,0,Intel,Windows
Dell,Notebook,16,1.93,982.9456703999999,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Dell,Netbook,4,1.26,188.6112,0,0,135.0942111925629,Intel,0,0,Intel,Chrome OS
MSI,Gaming,16,4.5,1501.85664,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
HP,Gaming,16,3.78,957.76128,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,1069.64928,0,1,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Lenovo,Notebook,12,2.2,389.37024,1,0,100.45466986113651,Intel Core i7,0,1024,Intel,Windows
Asus,Gaming,8,2.73,1131.6672,0,1,127.33567457123111,Intel Core i5,128,1024,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,472.48704,1,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
Lenovo,Notebook,12,2.2,606.75264,0,0,141.21199808219862,AMD,512,0,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,385.53408,1,0,135.0942111925629,Intel,128,0,Intel,Windows
Samsung,Notebook,16,2.5,1086.2726400000001,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Lenovo,Notebook,4,2.8,338.22144,0,0,127.33567457123111,Intel Core i3,0,500,Intel,No OS
Lenovo,Notebook,8,2.29,293.46624,0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,1294.704,1,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Lenovo,Notebook,8,1.7,942.41664,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,1067.7312,1,0,176.23257360658386,Intel Core i5,256,0,Intel,Windows
Dell,Workstation,8,2.06,1127.19168,1,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
HP,Notebook,8,1.84,779.3798400000001,0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
HP,Notebook,4,2.1,427.3993728,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
Acer,Notebook,4,1.6,210.34944,0,0,157.3505121487356,Intel,0,0,Intel,Windows
MSI,Gaming,16,4.14,1405.95264,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,4,2.18,297.30240000000003,0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Linux
MSI,Gaming,16,1.8,1469.8886400000001,0,0,282.42399616439724,Intel Core i7,256,2048,Nvidia,Windows
Toshiba,Notebook,8,2.2,894.46464,0,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
Lenovo,Notebook,6,2.4,360.59904,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.0,830.52864,1,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
Acer,Notebook,4,1.6,223.13664000000003,0,0,111.93520355955211,Intel,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,3132.22464,0,1,282.42399616439724,Intel,1024,0,Nvidia,Windows
Dell,Gaming,16,2.59,562.0038336,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Dell,Notebook,4,2.18,283.81190399999997,0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Linux
Dell,Notebook,4,2.25,229.53024000000002,0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Linux
Dell,Notebook,4,1.93,555.60384,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Linux
Asus,Gaming,8,3.0,746.77248,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,4,2.18,363.79584,0,0,141.21199808219862,Intel Core i5,128,0,AMD,Linux
HP,Ultrabook,8,1.84,888.07104,0,0,141.21199808219862,Intel Core i7,512,0,Intel,Windows
MSI,Gaming,16,2.94,1449.9789696,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,242.31744,1,1,135.0942111925629,Intel,0,0,Intel,Chrome OS
HP,Notebook,8,2.31,718.6406400000001,0,0,111.93520355955211,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,8,1.65,936.6623999999999,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,4,2.2,496.14336,0,0,141.21199808219862,Intel Core i5,0,1024,AMD,Windows
Fujitsu,Notebook,8,2.2,510.84864000000005,0,0,100.45466986113651,Intel Core i5,256,0,Intel,Windows
HP,Notebook,4,1.88,595.88352,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Lenovo,Notebook,8,2.2,574.7846400000001,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Mediacom,Notebook,2,1.4,152.80704,0,0,157.3505121487356,Intel,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,299.22048,0,0,141.21199808219862,Intel Core i5,128,0,Intel,No OS
Asus,2 in 1 Convertible,6,1.5,408.5574336,1,0,165.6321180513006,Intel Core i5,0,1024,Intel,Windows
Dell,Notebook,8,2.0,1163.6352000000002,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Asus,Ultrabook,16,1.1,1214.784,0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Dell,Gaming,16,2.62,945.61344,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Notebook,4,1.8,530.02944,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.2,370.18944,0,0,141.21199808219862,Intel Core i3,0,1024,Nvidia,Windows
Asus,Notebook,8,2.0,255.10464000000002,0,0,100.45466986113651,Intel,0,1024,Intel,Windows
Asus,Notebook,8,1.99,579.6565632,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
Dell,Ultrabook,8,1.23,1194.9638400000001,1,0,276.053530085501,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,2,1.42,159.20064,0,0,111.93520355955211,Intel,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,1123.6240512,1,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,16,2.06,1533.82464,1,0,282.42399616439724,Intel Core i7,1024,0,Nvidia,Windows
Lenovo,Gaming,8,2.5,709.05024,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
HP,Notebook,8,2.6,333.042624,0,0,107.98564559226952,AMD,0,1024,AMD,Windows
Lenovo,Ultrabook,16,1.14,1566.432,0,1,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Asus,Gaming,8,2.5,747.41184,0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,No OS
Acer,Notebook,4,2.4,287.712,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
Lenovo,Notebook,4,1.43,175.18464,0,0,111.93520355955211,Intel,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,587.57184,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Razer,Gaming,16,1.95,1661.6966400000001,0,0,157.3505121487356,Intel Core i7,256,0,Nvidia,Windows
Toshiba,Notebook,8,1.2,775.54368,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Lenovo,Ultrabook,8,1.36,1012.7462400000001,0,1,176.23257360658386,Intel Core i7,256,0,Intel,Windows
Asus,Gaming,32,3.8,1789.56864,0,1,127.33567457123111,Intel Core i7,512,0,Nvidia,Windows
Acer,Gaming,8,2.4,453.30623999999995,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Linux
Dell,Ultrabook,8,1.2,927.0080640000001,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
MSI,Gaming,8,2.2,761.989248,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
HP,Notebook,4,1.86,233.302464,0,0,100.45466986113651,Intel Core i3,0,500,Intel,No OS
Toshiba,Notebook,8,2.0,680.27904,0,1,141.21199808219862,Intel Core i5,0,500,Intel,Windows
Dell,Notebook,8,2.2,587.57184,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Windows
Dell,Notebook,16,2.2,725.6736000000001,0,0,141.21199808219862,Intel Core i7,256,2048,AMD,Windows
Lenovo,Gaming,8,3.31,764.6745599999999,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Gaming,32,4.42,2012.3024831999999,0,1,254.67134914246222,Intel Core i7,512,1024,Nvidia,Windows
Dell,Notebook,8,1.56,785.77344,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.2,267.89184,0,0,100.45466986113651,Intel,0,500,Intel,Windows
Lenovo,Notebook,4,2.2,342.0576,0,0,141.21199808219862,Intel Core i5,0,500,Intel,Windows
HP,Notebook,6,2.04,344.61503999999996,0,0,141.21199808219862,Intel Core i3,0,1024,AMD,Windows
MSI,Gaming,8,2.7,950.5812672,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Toshiba,Notebook,4,2.1,318.40128,0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
Dell,Notebook,8,2.06,610.5888,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
HP,Notebook,8,2.1,476.3232,0,0,141.21199808219862,Intel Core i7,0,1024,AMD,Windows
Toshiba,Notebook,8,2.0,804.3148799999999,0,1,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Acer,Notebook,4,2.1,263.41632,0,0,100.45466986113651,Intel Core i3,128,0,Intel,Linux
Microsoft,Ultrabook,8,1.252,1194.228576,1,0,200.84255993695703,Intel Core i7,256,0,Intel,Windows
Lenovo,Notebook,8,1.9,522.964512,0,0,141.21199808219862,Intel Core i5,128,1024,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,661.0982399999999,1,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.2,223.13664000000003,0,0,100.45466986113651,AMD,128,0,AMD,Windows
HP,2 in 1 Convertible,4,1.63,446.91264,1,1,157.3505121487356,Intel Core i3,128,0,Nvidia,Windows
MSI,Gaming,16,2.4,827.3318399999999,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Asus,Ultrabook,8,1.1,725.6736000000001,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,2 in 1 Convertible,8,1.4,316.4832,1,0,135.0942111925629,Intel,0,0,Intel,Chrome OS
LG,Ultrabook,8,1.09,1469.8886400000001,0,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
Acer,Gaming,16,2.5,830.52864,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
MSI,Gaming,8,2.2,638.017344,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Asus,Notebook,4,1.86,267.89184,0,0,100.45466986113651,Intel,128,0,Intel,Windows
Dell,Gaming,16,3.21,1311.32736,0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
HP,Notebook,4,2.5,446.91264,0,1,127.33567457123111,Intel Core i3,256,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,958.4006400000001,1,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Dell,Gaming,16,3.49,1798.9992000000002,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
HP,Notebook,4,1.86,391.6783296,0,0,100.45466986113651,Intel Core i5,0,500,AMD,Windows
Dell,Notebook,4,2.2,348.87957119999993,0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Windows
HP,Notebook,6,2.65,363.79584,0,1,127.33567457123111,AMD,0,2048,AMD,Windows
Lenovo,Notebook,4,2.1,203.31648,0,0,100.45466986113651,Intel,0,500,Intel,Windows
Acer,Notebook,4,1.45,239.76,0,0,111.93520355955211,Intel,0,0,Intel,Chrome OS
Lenovo,Notebook,4,1.7,446.91264,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Workstation,8,3.14,1219.8924864,0,0,127.33567457123111,Intel Core i7,0,500,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,1655.9424,1,0,209.8006828649808,Intel Core i7,256,0,Intel,Windows
Toshiba,Notebook,8,1.5,622.0972800000001,0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Acer,Netbook,4,1.4,171.98784,0,0,135.0942111925629,Intel,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,1118.24064,1,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,427.73184000000003,1,0,176.23257360658386,Intel,0,0,Intel,Chrome OS
Toshiba,Ultrabook,16,1.36,1200.07872,1,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
HP,Notebook,4,2.1,440.51903999999996,0,1,141.21199808219862,Intel Core i7,0,500,AMD,Windows
Dell,Gaming,8,2.56,523.63584,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
Lenovo,Notebook,4,2.2,255.10464000000002,0,0,141.21199808219862,AMD,256,0,AMD,Windows
Lenovo,Notebook,8,2.2,274.28544,0,0,100.45466986113651,AMD,0,1024,AMD,Windows
Lenovo,Notebook,4,2.1,397.330272,0,0,141.21199808219862,Intel Core i5,0,2048,Intel,Windows
Lenovo,Notebook,4,1.9,287.712,0,0,100.45466986113651,Intel Core i3,0,500,Intel,No OS
Dell,Notebook,8,2.18,508.2912,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,638.72064,1,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Lenovo,Workstation,16,2.18,1186.0128,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
Lenovo,Notebook,8,1.8,761.4777600000001,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Notebook,6,2.71,418.78719359999997,0,1,127.33567457123111,AMD,0,2048,AMD,Windows
Lenovo,Gaming,8,2.5,798.56064,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,8,1.64,696.26304,0,0,157.3505121487356,Intel Core i5,256,0,Nvidia,Linux
Dell,Notebook,8,1.98,464.17536,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Linux
Asus,Notebook,4,1.5,190.52928,0,0,157.3505121487356,Intel,0,0,Intel,Windows
Dell,Notebook,16,1.93,912.1493376000002,0,0,141.21199808219862,Intel Core i5,512,0,Intel,Windows
Lenovo,Notebook,8,1.87,547.9762752,0,1,157.3505121487356,Intel Core i5,256,0,Nvidia,Windows
Dell,Notebook,8,1.9,753.8054400000001,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.19,190.52928,0,0,100.45466986113651,AMD,0,500,AMD,Windows
Mediacom,Notebook,4,1.4,169.43040000000002,0,1,161.72539083525606,Intel,0,32,Intel,Windows
HP,Notebook,8,2.63,767.232,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,1078.3701504,0,1,209.8006828649808,Intel Core i7,512,0,Intel,Windows
HP,2 in 1 Convertible,8,1.58,534.8885760000001,1,1,117.82653006268643,Intel Core i5,256,0,Intel,Windows
Lenovo,Ultrabook,8,1.32,958.4006400000001,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Gaming,32,4.36,2339.673984,0,0,254.67134914246222,Intel Core i7,1024,1024,Nvidia,Windows
MSI,Gaming,8,2.7,862.1641728000001,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Lenovo,Notebook,4,1.9,313.222464,0,0,100.45466986113651,Intel Core i5,0,1024,Intel,No OS
Dell,Notebook,8,2.2,459.69984,0,0,141.21199808219862,Intel Core i5,128,1024,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,414.94464000000005,1,0,165.6321180513006,Intel Core i3,0,1024,Intel,Windows
Dell,Notebook,8,2.32,376.9155072,0,0,100.45466986113651,Intel Core i5,0,1024,AMD,Linux
HP,Notebook,4,2.1,312.64704,0,0,141.21199808219862,AMD,0,1024,AMD,Windows
Acer,Gaming,16,4.2,1237.1616000000001,0,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,12,2.25,414.94464000000005,0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
HP,Notebook,6,2.1,415.584,0,0,141.21199808219862,AMD,128,1024,AMD,Windows
Acer,Notebook,4,2.4,357.40224,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Lenovo,Notebook,8,1.44,613.7856,0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,1.85,498.06144000000006,0,0,141.21199808219862,Intel Core i7,0,1024,Intel,Windows
HP,Workstation,16,2.6,1546.61184,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.55,421.33824,1,0,165.6321180513006,Intel Core i5,0,1024,Intel,Windows
MSI,Gaming,16,1.8,1339.1267328000001,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Acer,Notebook,4,2.4,262.649088,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
Dell,Notebook,8,2.0,771.70752,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,8,2.0,425.1744,0,0,100.45466986113651,Intel Core i3,256,0,Intel,Windows
Toshiba,Notebook,8,1.25,981.4176000000001,1,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.7,638.72064,1,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,Workstation,16,2.5,2109.2486400000003,0,1,282.42399616439724,Intel Core i7,1024,0,Nvidia,Windows
Acer,Notebook,2,1.68,210.98879999999997,0,0,111.93520355955211,Intel,0,0,Intel,Chrome OS
Samsung,Ultrabook,16,0.81,1054.30464,0,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
HP,Notebook,8,1.86,344.61503999999996,0,0,141.21199808219862,Intel Core i3,256,0,Intel,Windows
Dell,Notebook,8,1.6,720.3733056,0,0,111.93520355955211,Intel Core i5,256,0,Intel,Windows
HP,Workstation,16,3.0,2806.15104,0,1,127.33567457123111,Intel,256,0,Nvidia,Windows
Lenovo,Netbook,4,1.4,303.696,1,0,135.0942111925629,Intel,128,0,Intel,Windows
HP,Notebook,8,1.84,1214.784,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Asus,Notebook,4,2.45,370.18944,0,0,100.45466986113651,Intel Core i5,0,1024,Nvidia,No OS
Lenovo,Ultrabook,4,1.7,700.73856,0,0,157.3505121487356,Intel Core i5,180,0,Intel,Windows
Asus,Notebook,4,2.37,543.392064,0,0,100.45466986113651,Intel Core i7,256,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3,766.5926400000001,1,1,276.053530085501,Intel Core i5,256,0,Intel,Windows
HP,Notebook,8,2.2,702.65664,0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
HP,Workstation,8,2.59,998.04096,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Dell,Gaming,16,4.42,1834.3174463999999,0,1,282.42399616439724,Intel Core i7,256,1024,Nvidia,Windows
Acer,Notebook,4,2.1,382.97664000000003,0,0,100.45466986113651,Intel Core i5,256,0,Intel,Windows
Lenovo,Gaming,8,2.5,670.0492800000001,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Ultrabook,16,1.18,1188.57024,0,0,176.23257360658386,Intel Core i7,256,0,Intel,Windows
